hrhhid2,HUFINAL,OCCURNUM,HUINTTYP,HURESPLI,HUPRSCNT,HUTYPEA,HUTYPB,HUTYPC,HUBUS,HUBUSL1,HUBUSL2,HUBUSL3,HUBUSL4,HRMIS,HRMONTH,HRYEAR4,HRLONGLK,qstnum,gereg,gestfips,gediv,hehousut,hxhousut,hephoneo,hxphoneo,hetelavl,hxtelavl,hetelhhd,hxtelhhd,hrhtype,hrintsta,hrnumhou,hefaminc,hxfaminc,hwhhwgt,hwhhwtln,PULINENO,PUCHINHH,PUWK,PUBUS1,PUDIS,PULAY,PUHROFF1,PUHROFF2,PUHROT1,PUHROT2,PUABSOT,PUBUSCK1,PUBUSCK2,PUBUSCK3,PUBUSCK4,PURETOT,PUHRCK1,PUHRCK2,PUHRCK3,PUHRCK4,PUHRCK5,PUHRCK6,PUHRCK7,PUHRCK12,PULAYDT,PULAY6M,PULAYAVR,PULK,PULKAVR,PULAYCK1,PULAYCK2,PULAYCK3,PUDWCK1,PUDWCK2,PUDWCK3,PUDWCK4,PUDWCK5,PUJHCK1,PUJHCK2,PUJHDP1O,PUJHCK3,PUJHCK4,PUJHCK5,PULKM2,PULKM3,PULKM4,PULKM5,PULKM6,PULKDK1,PULKDK2,PULKDK3,PULKDK4,PULKDK5,PULKDK6,PULKPS1,PULKPS2,PULKPS3,PULKPS4,PULKPS5,PULKPS6,PUIOCK1,PUIOCK2,PUIOCK3,PUIODP1,PUIODP2,PUIODP3,PUIO1MFG,PUIO2MFG,PUNLFCK1,PUNLFCK2,PUSLFPRX,PUDIS1,PUDIS2,PUBUS2OT,perrp,pxrrp,pxage,peafnow,pxafnow,pesex,pxsex,pemaritl,pxmaritl,pxrace1,pehspnon,pxhspnon,peeduca,pxeduca,peafever,pxafever,peafwhn1,pxafwhn1,peafwhn2,peafwhn3,peafwhn4,pespouse,pxspouse,penatvty,pxnatvty,pemntvty,pxmntvty,pefntvty,pxfntvty,pxinusyr,pedipged,pxdipged,pehgcomp,pxhgcomp,pecyc,pxcyc,pepar1,pxpar1,pepar2,pxpar2,pepar1typ,pxpar1typ,pepar2typ,pxpar2typ,prdasian,prmarsta,ptdtrace,prdthsp,prpertyp,prfamnum,prfamtyp,prfamrel,prnmchld,prchld,prcitflg,prcitshp,prinuyer,prtage,prtfage,pecohab,pxcohab,peabspdo,peabsrsn,pedwavl,pedwavr,pedwlko,pedwlkwk,pedwrsn,pedwwk,pedwwnto,pedw4wk,pehractt,pehract1,pehract2,pehravl,pehrftpt,pehrrsn1,pehrrsn2,pehrrsn3,pehruslt,pehrusl1,pehrusl2,pehrwant,pejhrsn,pejhwant,pejhwko,pelayavl,pelaydur,pelayfto,pelaylk,pelkavl,pelkdur,pelkfto,pelkll1o,pelkll2o,pelklwo,pelkm1,pemjnum,pemjot,pemlr,penlfact,penlfjh,penlfret,peret1,pxabspdo,pxabsrsn,pxdwavl,pxdwavr,pxdwlko,pxdwlkwk,pxdwrsn,pxdwwk,pxdwwnto,pxdw4wk,pxhractt,pxhract1,pxhract2,pxhravl,pxhrftpt,pxhrrsn1,pxhrrsn2,pxhrrsn3,pxhruslt,pxhrusl1,pxhrusl2,pxhrwant,pxjhrsn,pxjhwant,pxjhwko,pxlayavl,pxlaydur,pxlayfto,pxlaylk,pxlkavl,pxlkdur,pxlkfto,pxlkll1o,pxlkll2o,pxlklwo,pxlkm1,pxmjnum,pxmjot,pxmlr,pxnlfact,pxnlfjh,pxnlfret,pxret1,prabsrea,prcivlf,prdisc,premphrs,prempnot,prexplf,prftlf,prhrusl,prjobsea,prpthrs,prptrea,prunedur,pruntype,prwksch,prwkstat,prwntjob,peio1icd,peio2icd,peio1cow,peio2cow,pepdemp1,pepdemp2,pxio1icd,pxio2icd,pxio1ocd,pxio2ocd,pxio1cow,pxio2cow,pxpdemp1,pxpdemp2,pxnmemp1,pxnmemp2,prioelg,premp,prcow1,prcow2,prnagws,prnagpws,prdtcow1,prdtcow2,prmjind1,prmjind2,primind1,primind2,prmjocc1,prmjocc2,prdtind1,prdtind2,prdtocc1,prdtocc2,pragna,prsjmj,prcowpg,prmjocgr,peernper,peernhry,peernuot,peernwkp,peernrt,peernhro,peernlab,peerncov,pxernper,pxernhry,pxernuot,pxernwkp,pxernrt,pxernh2,pxernh1o,pxernhro,pxern,pxernlab,pxerncov,prerelg,prwernal,prhernal,peschlvl,peschenr,peschft,pxschlvl,pxschenr,pxschft,prnlfsch,pedisear,pediseye,pedisrem,pedisphy,pedisdrs,pedisout,pxdisear,pxdiseye,pxdisrem,pxdisphy,pxdisdrs,pxdisout,prdisflg,pecert1,pecert2,pecert3,pxcert1,pxcert2,pxcert3,pxtlwk,pxtlwkhr,pwsswgt,pwlgwgt,pwvetwgt,pworwgt,pwfmwgt,pwcmpwgt,pttlwk,pttlwkhr,prernmin,pternhly,pternh1o,pternh2,pternh1c,pternwa,ptern,ptern2,ptio1ocd,ptio2ocd,ptnmemp1,ptnmemp2,hrhhid,ptot,ptwk,pthr,gtcbsa,gtco,gtcbsast,gtcbsasz,gtcsa,gtmetsta,gtindvpc
19011,201,1,1,1,1,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,561,3,12,5,1,0,0,0,-3,3,1,43,1,1,3,12,0,45660444,2,1,9,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,40,0,0,2,0,1,0,1,0,0,2,0,42,0,2,0,-1,1,-1,-1,-1,2,0,57,-1,57,-1,57,-1,-1,-1,1,-1,1,3,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,1,0,0,0,1,0,73,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,,,42960068,0,44266778,0,45660444,43797695,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.1294E+13,0,0,0,45300,103,1,6,0,1,0
19011,201,2,1,1,1,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,561,3,12,5,1,0,0,0,-3,3,1,43,1,1,3,12,0,45660444,2,2,9,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,42,0,0,2,0,2,0,1,0,0,2,0,42,0,2,0,-1,1,-1,-1,-1,1,0,57,-1,57,-1,57,-1,-1,-1,1,-1,1,3,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,2,0,0,0,1,0,66,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,,,45660444,0,46406193,0,45660444,46403302,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.1294E+13,0,0,0,45300,103,1,6,0,1,0
19011,201,3,1,1,1,-1,-1,-1,2,-1,-1,-1,-1,3,1,2026,2,561,3,12,5,1,0,0,0,-3,3,1,43,1,1,3,12,0,45660444,2,3,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,48,0,0,2,0,2,0,6,0,0,2,0,39,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,1,0,-1,1,-1,1,2,0,1,0,1,0,2,0,-1,7,1,-1,2,1,1,3,0,0,0,1,0,45,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,-1,-1,-1,-1,-1,-1,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,17,1,1,1,3,-1,-1,-1,-1,-1,1,2,-1,9470,-1,1,-1,-1,-1,41,-1,41,-1,40,-1,1,-1,1,-1,1,1,1,-1,1,-1,7,-1,13,-1,21,-1,5,-1,51,-1,17,-1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,0,-1,50264953,0,49228927,0,50264953,49485528,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5400,-1,-1,-1,7.1294E+13,0,0,0,45300,103,1,6,0,1,0
20011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,2,1,2026,2,562,3,12,5,1,0,1,0,-1,1,1,0,1,1,2,12,0,67151033,2,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,1,-1,-1,-1,40,0,0,2,0,1,0,1,0,0,2,0,40,0,1,0,1,0,-1,-1,-1,2,0,57,-1,330,-1,57,-1,-1,-1,1,-1,1,2,0,-1,1,-1,1,-1,1,-1,1,-1,1,6,-1,2,1,1,1,0,0,0,1,0,31,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,7860,-1,2,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,2,-1,1,-1,8,-1,10,-1,15,-1,2,-1,40,-1,3,-1,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,2,1,1,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,0,-1,69756043,103984147,80054496,0,67151033,68182396,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1108,-1,-1,-1,1.0012E+14,0,0,0,37340,9,2,4,0,1,0
20011,201,2,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,2,1,2026,2,562,3,12,5,1,0,1,0,-1,1,1,0,1,1,2,12,0,67151033,2,2,9,2,-1,-1,2,-1,-1,-1,-1,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,2,-1,-1,-1,42,0,0,2,0,2,0,1,0,11,1,0,43,0,2,0,-1,1,-1,-1,-1,1,0,329,-1,329,-1,329,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,2,4,2,1,1,2,0,0,0,4,27,30,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,1,4,-1,1,1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,2,2,1,-1,-1,-1,-1,9,5,3,11,-1,8070,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,4,-1,1,1,6,-1,10,-1,16,-1,5,-1,42,-1,17,-1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,,,67151033,100495818,58405318,0,67151033,59048915,,,-1,-1,-1,-1,-1,-1,-1,-1,5730,-1,-1,-1,1.0012E+14,0,0,0,37340,9,2,4,0,1,0
20011,201,1,2,1,0,-1,-1,-1,2,-1,-1,-1,-1,2,1,2026,2,563,3,12,5,1,0,1,0,2,0,1,0,6,1,1,4,23,50957455,1,1,9,4,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,41,0,0,2,0,1,0,4,0,0,2,0,43,0,1,0,1,0,-1,-1,-1,-1,1,57,-1,57,-1,57,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,5,1,-1,2,0,2,0,0,0,0,1,0,45,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,2,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,1,2,2,0,0,0,0,0,0,1,2,-1,-1,20,0,0,,,50957455,75961411,56484328,0,50957455,52048413,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.1107E+13,0,0,0,37340,9,2,4,0,1,0
18011,201,1,2,1,0,-1,-1,-1,1,2,-1,-1,-1,6,1,2026,2,564,3,12,5,1,0,0,0,2,0,2,0,1,1,5,15,0,54605217,1,1,9,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,1,-1,-1,-1,40,0,0,2,0,2,0,1,0,0,1,0,45,0,2,0,-1,1,-1,-1,-1,2,0,365,-1,365,-1,365,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,7,2,1,1,1,1,3,0,4,16,46,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,7970,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,10,-1,16,-1,5,-1,42,-1,17,-1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,0,-1,54605217,81720202,53609519,0,54605217,53888954,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5240,-1,-1,-1,8.30302E+14,0,0,0,33100,11,2,7,370,1,0
18011,201,2,2,1,0,-1,-1,-1,1,2,-1,-1,-1,6,1,2026,2,564,3,12,5,1,0,0,0,2,0,2,0,1,1,5,15,0,54605217,1,2,1,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,2,-1,-1,-1,42,0,0,2,0,1,0,1,0,0,1,0,42,0,2,0,-1,1,-1,-1,-1,1,0,312,-1,312,-1,312,-1,-1,-1,1,-1,1,3,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,5,2,1,1,2,1,3,0,4,10,50,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,8180,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,10,-1,16,-1,10,-1,42,-1,22,-1,2,1,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,0,-1,53168211,79256949,52242235,0,54605217,52840610,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,9150,-1,-1,-1,8.30302E+14,0,0,0,33100,11,2,7,370,1,0
18011,201,3,2,1,0,-1,-1,-1,1,2,-1,-1,-1,6,1,2026,2,564,3,12,5,1,0,0,0,2,0,2,0,1,1,5,15,0,54605217,1,3,1,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,2,-1,-1,-1,48,0,0,2,0,1,0,6,0,0,1,0,43,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,365,-1,312,-1,-1,-1,50,-1,1,-1,1,1,0,2,0,1,0,1,0,-1,7,1,7,2,1,1,3,0,0,0,1,0,26,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,7970,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,10,-1,16,-1,5,-1,42,-1,17,-1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,-1,-1,20,0,0,0,-1,50054352,74615172,49570393,0,50054352,49425045,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5110,-1,-1,-1,8.30302E+14,0,0,0,33100,11,2,7,370,1,0
18011,201,4,2,1,0,-1,-1,-1,1,2,-1,-1,-1,6,1,2026,2,564,3,12,5,1,0,0,0,2,0,2,0,1,1,5,15,0,54605217,1,4,1,1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,5,5,-1,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,1,4,-1,-1,-1,2,-1,-1,-1,48,0,0,2,0,1,0,6,0,0,1,0,40,0,2,0,-1,1,-1,-1,-1,-1,1,57,-1,365,-1,312,-1,-1,-1,1,-1,1,4,0,1,0,2,0,1,0,1,0,-1,7,1,7,2,1,1,3,0,0,0,1,0,23,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,18,1,1,1,4,-1,-1,-1,-1,-1,1,2,-1,7970,-1,4,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,1,4,-1,1,1,6,-1,10,-1,16,-1,5,-1,42,-1,17,-1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,-1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,1,1,20,20,20,0,-1,53065346,79103609,51794134,0,53065346,51688676,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5940,-1,-1,-1,8.30302E+14,0,0,0,33100,11,2,7,370,1,0
18011,201,5,2,1,0,-1,-1,-1,1,2,-1,-1,-1,6,1,2026,2,564,3,12,5,1,0,0,0,2,0,2,0,1,1,5,15,0,54605217,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,0,-1,0,1,0,-1,0,0,1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,57,-1,365,-1,312,-1,-1,-1,0,-1,0,-1,0,1,0,2,0,1,0,1,0,-1,-1,1,7,1,1,1,3,0,0,0,1,0,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,65465025,0,0,0,65465025,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.30302E+14,0,0,0,33100,11,2,7,370,1,0
